OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
c7935689bc3dbc0bb1a55c7f81363f9e	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
c90b8f2face2797cc4f7d838b58dd68b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Acidibacter	
cabe786f20304c6fc80ca8123778348e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
d5761a200e526705c06a8453f49519a6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Reyranellales	 Reyranellaceae	 Reyranella	
e36b98433bb3d34314a12dd13f3e9783	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
e914324e4a576b5588262dd50eb6586d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
f90afc36173cecebf13c23dea8290bd2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
04dde42aa41937090ea9134ac333ff89	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
0e8b2d7d8b29386fc1c203c9b2f8511a	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 RB41	
15978d190133c30d93a718c51faa9e5a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Beggiatoales	 Beggiatoaceae	 uncultured	 uncultured_gamma
1a5e04503c12765a59fc6746fd3889d5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
223fd28b204031e8d404ecf44d180312	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides_goldsteinii
2f6835b259675180d251c46704eb764c	Bacteria	 Actinobacteriota	 Actinobacteria	 Micromonosporales	 Micromonosporaceae		
3791f28dd6e8daad11dde2e9dfee193f	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	
3e26f5b7f944cefaf3dd8ebb44469445	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Terrimonas	
60e9ccd9b2c6ca734099730ca97bcbb4	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae	 Dyadobacter	
650a72407e452f95505b0c8abf14d029	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
6950961c23320869175d3838e35af1b7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae		
72b359344e18b9db5c9d800e1b961f8e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
769ca485581fc30bb49312d1b42f0ef6	Bacteria	 Myxococcota	 Polyangia	 Polyangiales	 BIrii41	 BIrii41	 uncultured_proteobacterium
7ef448d05afa9618b487ef3379ecbcdb	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 uncultured_bacterium
8a973819799870654981cdd3a283b9e5	Unassigned						
923f521b9cf313f1f95c9367e09bbc1c	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella	
a9f86de742238469de506d51e367dd93	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Candidatus_Regiella	
ab09da483c96264bd76d907501347955	Unassigned						
ab530a2ac42796a94172e3cb293c4af4	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Williamsia	
b82210757d3da912689f1f4577037fde	Unassigned						
bfa6ccaaf7fd6f26461b83354bc2421b	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales			
deabc140172e9cc31f1e454922ed63fc	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
dfdd9beb0ba9624767f29858b5397ade	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae		
e01d8826cef6ffc2c85339d701225e18	Bacteria						
e1795a36ca8b97286e76341306b9bd97	Unassigned						
e9a8af345f8fdb74402aecbcfcaa0848	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
f78e6f3d194fed13d12d7dede86ffbb2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
f7c335749d893d37eb762272ec1e6d80	Unassigned						
fea200074ed31a9983de0348db201cdb	Unassigned						
ffa99ab5e960df69a8449e2c199691f2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae		
00f7793b9e96c3365f6a3a097c56805d	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Listeriaceae	 Brochothrix	
0d34e514b2d0d3a14fbfa27a9717f5ae	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	
0ed1b677d6d31760dbcb0a1f86bcdaea	Bacteria	 Gemmatimonadota	 S0134_terrestrial_group	 S0134_terrestrial_group	 S0134_terrestrial_group	 S0134_terrestrial_group	
103d4717d11acd6e0699202cffef4903	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
12365538833d9e4b5a65a52f869516d5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
13ad238ff80cde86ce862692d31236d7	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	
3b17b800ee0a998cae84dca5086bec71	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
3bcd53dd16ed587ab1107e84b335a89a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiales_Incertae_Sedis	 uncultured	
40852487026566f0d6f404243acff468	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Microbacteriaceae		
41258417a44a0ee676fbc0439219147a	Bacteria	 Acidobacteriota	 Blastocatellia	 11-24	 11-24	 11-24	
4633675be8e83dae35a8d94b9b573bee	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae		
466ada3233cb5919ff6a091750046387	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
592ee163b3b39f94c473795835bd3742	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 Paenibacillaceae	 Paenibacillus	
5c0909498baf93f1f49b9d9a489ee90f	Bacteria	 Actinobacteriota	 Actinobacteria	 Kineosporiales	 Kineosporiaceae		
5d4fd6c7653ba9ab684e0df6449d16c2	Bacteria	 Myxococcota	 Polyangia	 mle1-27	 mle1-27	 mle1-27	
61cb80f37554290f3665ecb6ba8d0908	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	
6517e4668c0b66de80cc33ce742bac81	Bacteria						
6c24b68612a17a56c615632bad2e1348	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
7961a9162080433d58e4d0c93ce23dec	Bacteria						
7c358bb9b765e23fa67711030c8e2ee0	Bacteria	 Planctomycetota					
8665d5e02a43c1bd36c4938aec04b4ca	Bacteria	 Acidobacteriota	 Holophagae	 Subgroup_7	 Subgroup_7	 Subgroup_7	
8a59e5a106c6d69407e3b290e4c16e84	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Reyranellales	 Reyranellaceae	 Reyranella	
90641ac38273906fc58e6ce072c21fa2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 D05-2	 D05-2	
9267d2bcee535c2c28a239c3d6099235	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
9a4a20f91e538a18bcc5e84fd93691fd	Unassigned						
9acb555d3c5dd77e9035a661e7ad1bb6	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1	
9b28d7dc776542f53a9269affbacee8d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 CCD24	 CCD24	 CCD24	
9c5211051d144b55105d1df1f3409076	Bacteria	 Acidobacteriota	 Acidobacteriae	 Acidobacteriales	 Acidobacteriaceae_(Subgroup_1)		
a1752c5bb47276041bb2e24cfbaf8e53	Bacteria	 Actinobacteriota	 Thermoleophilia	 Gaiellales	 uncultured	 uncultured	
a4c70502d9722569e185f44c54066d9c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Salinisphaerales	 Solimonadaceae	 Nevskia	
b11bb11e69fd71abeb99bb750a3b478a	Bacteria	 Actinobacteriota	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	
bc7441c366aaca2fd7c034d7454bd685	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 uncultured	
c044b3f6434dd59b48f9be53891395ba	Bacteria	 Proteobacteria	 Gammaproteobacteria				
cc3ec320dd59c4bd3953d1e84405c886	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Massilia	
cc7e78381ff8236318b0214b45245c29	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	
d0259a7b0fd67834dab0241f2414779f	Eukaryota	 Apicomplexa	 Conoidasida	 Gregarinasina	 Eugregarinorida	 Gregarina	
dca79fe5c41a2a5e33e1c3e4152f1c41	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 Paenibacillaceae	 Saccharibacillus	
de067d7c0956bbc602a70f9c6da0cb4c	Bacteria	 Actinobacteriota	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 uncultured	 Colobanthus_quitensis
dfad8c8bd0537264e789e7f08664f69b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
ee32d34c5c28552a23fadba1b70c331c	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae		
f35d4dc9b25af04a6f30a656d6660280	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Azospirillales	 Azospirillaceae	 Skermanella	
f42309a74e8f72143785a7207584b6f7	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcales-Tissierellales	 Anaerococcus	 Anaerococcus_provencensis
060cf91cfb472b04d82e15a19461c523	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 Clostridium_islandicum
08d5ca12ccdde62e508ceca0eee43abe	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
08f8d83d9566e6477feaa25a1a3ca5e5	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 uncultured	 uncultured	
09f9294499192d4eecf29e85501cc425	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Weeksellaceae	 Bergeyella	 uncultured_bacterium
09fb9a825ce15adbdb8cb2fc98de038b	Bacteria	 Acidobacteriota	 Acidobacteriae	 Acidobacteriales	 uncultured	 uncultured	
0e2e91fba1ca9ed7de2d11ea4786c914	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Acinetobacter	
135d1619ead648dc737561220ce0bc5f	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae	 Spirosoma	 uncultured_bacterium
154c8ea38308e0d5729e436be3877b65	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Massilia	
15d56c1957f615a428b92ab2d5f3e1ee	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
177dfe6a392177a4aec6f6bbdc97d451	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
1a883863725eead9924f1c1ae4f7f3da	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Altererythrobacter	 Porphyrobacter_mercurialis
1ca76c972b06f42e21947c83a045848f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae		
1f6cf1d5418139ccc08e2bb80b6fd00d	Bacteria	 Acidobacteriota	 Subgroup_5	 Subgroup_5	 Subgroup_5	 Subgroup_5	 uncultured_bacterium
1f72a06146fd2d5770b75329f5177056	Bacteria	 Chloroflexi	 Anaerolineae	 Caldilineales	 Caldilineaceae	 uncultured	
2507247e97f75114a32207d7a87fa4da	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 TRA3-20	 TRA3-20	
25b1ef1be9884ad53c5f486b19757382	Unassigned						
2a8a6d21c2a94d778daf459b41229365	Bacteria	 Proteobacteria	 Alphaproteobacteria				
2e12fed14531cbda9487b6db0ddd2bd9	Bacteria						
3881277081a7f024096cbdb5cdc7fd2e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
392f3e6995365b2574dafce0babf1af8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae		
39ecd7870d6f7285363a14035b2a4aff	Bacteria	 Proteobacteria	 Alphaproteobacteria				
3c269d7c2ba80408daf11dc9e10d5ed7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
3c6b41d056bbcad88f3b5a14e2c10023	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	
3d0f6eecb2f8a397611824cb3b07390f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae		
3f94e9c18adba7e60c92f78ffb39f9c0	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 Paenibacillaceae	 Paenibacillus	
3fd0458a909c919edc8d7ab1a68a8d80	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Ilumatobacteraceae	 uncultured	 uncultured_Actinomycetales
407ae96c2172108fd15441d59ece7d78	Bacteria	 Actinobacteriota	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	
43ad28085ed39a10d727eb619e236bb3	Bacteria	 Latescibacterota	 Latescibacteria	 Latescibacterales	 Latescibacteraceae	 Latescibacteraceae	 metagenome
484a32b5bcde0f1b77873c9aa00a1225	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	
4a5d330cff49dbd9af87b9228a448402	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium-Methylorubrum	 Methylobacterium_gossipiicola
4d33169779e66392bb95cfa4391ff010	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
4f869e35a8f7766276fb1f70bffc1ba3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
526f60719efbc69c6a1d39c7ad78f864	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
537b739be34d0579678f84bd2399763e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 Pyronema_omphalodes
537dd53b6b8901bc53f10701ae63eb40	Bacteria	 Acidobacteriota	 Subgroup_22	 Subgroup_22	 Subgroup_22	 Subgroup_22	
56ae648840b76878d3da6bb008423f8c	Bacteria	 Myxococcota	 Polyangia	 Polyangiales	 Polyangiaceae		
659c33d7d8e21798c6171fefb27274fd	Bacteria	 Actinobacteriota	 Thermoleophilia	 uncultured	 uncultured	 uncultured	 uncultured_bacterium
66054fadfdd2684107b93ab3a0317f38	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	
6820a46935c261fdd45e50dc160a6625	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
6afee1f1c4409d5ef5b2cdfd39ad3dc0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
6ba1d7d2757d3a4feb261f371b29cef7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae		
7105445c113358b595ba1456fa496d9e	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Gemellaceae	 Gemella	
72157e01d951b144c7e9174c09766338	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Weeksellaceae		
73318feabd6804235fe53b267de68e49	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
735732982d48afe97788dd9b080cb9e4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
764ef39c17e02ef72a9dbda467961c45	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae		
7a1b69b1d7da36b62b095ecfaead4fb0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
7c92ae5dd34245862367c1e3cf596b0b	Bacteria	 Planctomycetota	 BD7-11	 BD7-11	 BD7-11	 BD7-11	 uncultured_bacterium
86632d5884be2a4050d136aaffb2640d	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured	 uncultured	
89a2c3a7440b0ffba254f850e772169c	Bacteria	 Actinobacteriota	 Acidimicrobiia	 IMCC26256	 IMCC26256	 IMCC26256	
8a06fe602841c5085c8671ef6fead74d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
8c17baae080d00bce2c92e6467c31306	Unassigned						
8fd881b275d63e3858d51fc2ff54488a	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
9263a8795c61c1993006ab54bee8a66e	Bacteria	 Myxococcota	 Polyangia	 Haliangiales	 Haliangiaceae	 Haliangium	
927a70ad081c682f2c83ecf2c76fba5d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
99a407244564dbd06f231c128c36d027	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	
9d3b0df191e7929ea80f89202e3c9c9f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella	
a3473c9968ceb52ae461e333be2af69a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	
a43ad7a83aaafe86f998c7a6374bc892	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae	 Spirosoma	 uncultured_bacterium
a5c646bdb1de1aba80cee99ad0d267c5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dyella	
a92feefb420ff5bd4d43cbfd7290ebc8	Bacteria	 Cyanobacteria	 Vampirivibrionia	 Obscuribacterales	 Obscuribacteraceae	 Obscuribacteraceae	 uncultured_bacterium
aa4ed5dabcc2d5aa7044aee3e39d584c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
adb589bf84e5e67a50d0f7d319d7dc93	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Dysgonomonadaceae	 Dysgonomonas	
ae39b975bb82d1be620f23ba8a447616	Bacteria	 Abditibacteriota	 Abditibacteria	 Abditibacteriales	 Abditibacteriaceae	 Abditibacterium	 uncultured_actinobacterium
aea377bc427235f2be669658d6cf332e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
ba694b590fada856d93ebe2848bcff65	Bacteria	 Latescibacterota	 Latescibacterota	 Latescibacterota	 Latescibacterota	 Latescibacterota	 uncultured_soil
bad850464d14cd4eaef15cd01aa22b9d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiales_Incertae_Sedis	 uncultured	
baf4fbb32f4f45d7eebf62c03527a40b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	
bd1dbfca8f90b58753d026e3b5555d4c	Bacteria	 Cyanobacteria	 Vampirivibrionia	 Obscuribacterales	 Obscuribacteraceae	 Obscuribacteraceae	 uncultured_bacterium
c02307c54728934e3d780831ef5ab355	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales			
c245685d8741c632cb4c63b538e5aa4f	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
c514f60370daa8037da773bc17e905dc	Bacteria						
cb28c53c2cc535734f0575251909154c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	
cc82a63fd65840f61b68aeeb3d84f89b	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	
d2e2f6f0e716ed37bea055a965249cd5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Aureimonas	
d45d2794485a06f39eee1fbb33f1c91a	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
d524f916e6e4f2788c29eb5cc0a3c21e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
d5ced64f197b70de8111a55cf0c58c49	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	
d6f7959d85d91e6889fa46c675650463	Bacteria	 Proteobacteria	 Gammaproteobacteria	 KI89A_clade	 KI89A_clade	 KI89A_clade	
d8af6b6c19bfeaa43f3c364de9dab0c6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 Sarocladium_implicatum
daebec966416f389a3e64931fc62945b	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Dietziaceae	 Dietzia	
db9fae4c67eb5d1d963eb16b1d5afee6	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae		
e6cad09c4fd44cdb1b919a77f3d92429	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Hydrotalea	 uncultured_bacterium
e7727063ff6cd1ccaece457e775c5655	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Chthoniobacteraceae	 LD29	 uncultured_bacterium
eae0459d8a58d20ebe250848cd81820d	Bacteria	 Firmicutes	 Bacilli	 Paenibacillales	 Paenibacillaceae	 Paenibacillus	
ec4a2a3b154604a9e26c0a3c369c57c6	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Chloroplast	 Chloroplast	 Chloroplast	
ec8fa4043eeddc679f4836585e77cbe2	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 uncultured	
f0adcc820b9e2d52acdcbe54e6afa280	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae		
f3aba85fdf0a5cace287105f1309acdc	Bacteria	 Myxococcota	 Myxococcia	 Myxococcales	 Myxococcaceae	 P3OB-42	 uncultured_bacterium
f3e8b73fc6a41d5dbf5ff87857f191b3	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Cyanobacteriales	 Coleofasciculaceae	 Microcoleus_PCC-7113	 Microcoleus_sp.
f5cb2bf6aa50b880b32bc88401528380	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
fcf1820e7f12005a38026fab6285f9ba	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
0271497a39a23a82700d749ef3b33235	Unassigned						
0a8fdcdeab017a6d5ed17922420f8aaa	Bacteria	 Actinobacteriota	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 Patulibacter	 Patulibacter_americanus
114d86e0a28beab55cda50bce0f78eb5	Bacteria	 Cyanobacteria	 Vampirivibrionia	 Obscuribacterales	 Obscuribacteraceae	 Obscuribacteraceae	 uncultured_bacterium
1319f26136c4116879f8e85dbd6da793	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 Thauera	
1a4701c26adfe8ec46a4b504e1d44be8	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 TRA3-20	 TRA3-20	
1d3b22b0e3b60f10dbec8690142f0a87	Eukaryota						
1ebf3c81b9f872f5a309a1a08ab97d1a	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae	 Dyadobacter	
2c644588303e6f576b329723f12d5b9b	Bacteria	 Acidobacteriota	 Blastocatellia	 DS-100	 DS-100	 DS-100	
3277c999835c28f2841851b7f5889bde	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	
3814c1248f350b0e977de0040d90840b	Bacteria	 Synergistota	 Synergistia	 Synergistales	 Synergistaceae	 Fretibacterium	
3f4e8edcd8d10cca1e812b6dbfabb60f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Nitrosomonadaceae	 MND1	
3f60a0fddbe36d33ebd234ebf6226eba	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 uncultured_bacterium
484c7c56ef51e72b1013549d47fac946	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
4cb6af09ef070a05d1960be95ff983af	Bacteria	 Armatimonadota	 Fimbriimonadia	 Fimbriimonadales	 Fimbriimonadaceae	 Fimbriimonadaceae	
4fcc155f95fcda71b7c4f0d602b3f498	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	
583304cbfd25632a6eda6492e07a2214	Bacteria	 Actinobacteriota	 Thermoleophilia	 Gaiellales	 uncultured	 uncultured	 Gaiella_sp.
58a4d727d84250fa96a12bb60b8378fd	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Mitochondria	 Mitochondria	 Botryosphaeria_dothidea
58b90fddb9da2fbb55cfe11ebf6147ca	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides	
5971e6c2dee1a385dcc79d00851df4e1	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Pedosphaerales	 Pedosphaeraceae	 uncultured	
59bf7993e12b93dc26182de70b3ed5b8	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Nakamurellaceae	 Nakamurella	 Nakamurella_silvestris
